0,-4621.833496
495.802469,-4623.822754
991.6049381,-4627.154297
1487.407407,-4630.86084
1983.209876,-4636.902344
2479.012345,-4646.176758
2974.814814,-4654.925781
3470.617283,-4663.826172
3966.419752,-4673.999512
4462.222221,-4683.273438
4958.02469,-4692.911621
5453.82716,-4701.713379
5949.629629,-4710.298828
6445.432098,-4720.075195
6941.234567,-4728.858887
7437.037036,-4730.079102
7932.839505,-4727.705566
8428.641974,-4726.908691
8924.444443,-4730.071777
9420.246912,-4733.477539
9916.049381,-4735.763184
10411.85185,-4737.854492
10907.65432,-4740.618652
11403.45679,-4739.30127
11899.25926,-4731.748047
12395.06173,-4724.071777
12890.8642,-4719.03418
13386.66666,-4714.947266
13882.46913,-4711.520996
14378.2716,-4712.264648
14874.07407,-4724.499512
15369.87654,-4732.116211
15865.67901,-4738.717773
16361.48148,-4744.108398
16857.28395,-4742.689941
17353.08642,-4743.191895
17848.88889,-4743
18344.69135,-4743.804199
18840.49382,-4743.183594
19336.29629,-4741.600586
19832.09876,-4739.312012
20327.90123,-4736.338867
20823.7037,-4735.70166
21319.50617,-4735.654785
21815.30864,-4739.937988
22311.11111,-4742.522949
22806.91358,-4744.334961
23302.71605,-4745.614258
23798.51851,-4745.84668
24294.32098,-4746.475098
24790.12345,-4748.250977
25285.92592,-4749.796387
25781.72839,-4751.067383
26277.53086,-4753.00293
26773.33333,-4754.162598
27269.1358,-4755.209961
27764.93827,-4755.781738
28260.74074,-4757.070313
28756.5432,-4757.384277
29252.34567,-4756.876953
29748.14814,-4756.076172
30243.95061,-4754.989258
30739.75308,-4753.794922
31235.55555,-4753
31731.35802,-4752.307617
32227.16049,-4752.751465
32722.96296,-4754.720703
33218.76543,-4755.384277
33714.5679,-4757.901367
34210.37036,-4765.971191
34706.17283,-4765.255371
35201.9753,-4771.451172
35697.77777,-4768.714844
36193.58024,-4770.668945
36689.38271,-4776.514648
37185.18518,-4781.775879
37680.98765,-4783.436035
38176.79012,-4784.71875
